id,alim_nom_fr,portions,quantities
0b7fd17a-f1d9-4e09-a95c-f63d096ebacc,Pain de campagne maison (avec farine pour machine à pain),Tranche,50g
d240c960-a78e-43a7-ba38-30cc8ac499dd,Tomme ou tome de vache,Part,30g
4800df4d-dbed-425f-a1f1-a5bfc49ab68f,"Veau, escalope, cuite",Escalope,100g
a00c311a-8811-4650-9382-aa242e85a4a4,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse",Portion,100g
1b83c0d3-f290-4d68-82a5-985579edd915,"Épinard, bouilli/cuit à l'eau",Portion,100g
c47072ea-f505-4d15-bac6-9354188c8151,"Pomme Granny Smith, pulpe, crue",Pomme,150g
30fe1b4e-033b-47e3-a5d0-c9ff038ff3e6,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,Part,30g
a47c3667-d794-4d1d-b77b-78642fc509e0,Fromage de chèvre bûche,Part,30g
07ff9b1a-5810-4044-a2dc-448ecc1c66d3,"Abricot, dénoyauté, cru",Abricot,40g
50dc72dd-6224-4ba6-857a-c4406782e3f9,"Ananas, pulpe, cru",Tranche,100g
af988b68-55b9-4e9b-9102-9ee7d3a0d388,Emmental ou emmenthal,Part,30g
d5597daf-37cd-41fd-9bb8-f99eccfd03fb,"Banane, pulpe, crue",Banane,120g
deaeff98-8b42-4c5f-b809-4ac6ee8bcaab,"Cerise, dénoyautée, crue",Cerise,10g
a6256804-ca4e-4d1f-b95d-d0881345ff25,"Citron, pulpe, cru",Citron,100g
07084e42-b6b3-4496-b8d3-40b3a0049479,"Veau, côte, grillée/poêlée",Côte,100g
14a89608-2765-49a1-aa4a-4d68544cadb2,"Figue, crue",Figue,50g
de620142-5a2c-4459-b40e-be6c5186a9c3,"Fraise, crue",Fraise,100g
259fd656-b5f7-4968-bd26-7ad27aa3f9cc,"Framboise, crue",Framboise,100g
293c3393-d60d-439d-91e6-76ab73d67998,"Fruit de la passion ou maracudja, pulpe et pépins, cru",Fruit,50g
6f87bf7a-9ea9-4b86-8104-155448f5a36b,"Grenade, pulpe et pépins, crue",Partie,100g
e71c0a9b-3c8a-42d8-889f-bad815238eb8,"Groseille, crue",Groseille,100g
6f129a8a-840c-4378-97e7-4945235b618b,"Légume sec, cuit (aliment moyen)",Portion,100g
c6dc40f0-3297-4d5b-96eb-8a709ff41baf,"Kiwi, pulpe et graines, cru",Kiwi,70g
df4592d2-37d1-49e4-81c3-bad4eed42988,"Litchi, pulpe, cru",Litchi,10g
52c732ce-1b6d-4972-ad93-98d83ceddd3a,"Clémentine ou Mandarine, pulpe, crue",Clémentine,70g
3e123cb1-efac-4c0b-96aa-e6da1f14ece5,"Mangue, pulpe, crue",Partie,100g
3721c1a9-1843-42ea-bffd-eb8a901fd159,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",Tranche,100g
e0a8ebd6-e61b-4894-8206-2950e1cd2aed,"Pastèque, pulpe, crue",Tranche,150g
2467a933-6c91-4045-adaa-784d6fd42885,"Porc, filet mignon, cuit",Filet mignon,100g
09022603-68ea-461b-94c6-f022ce8119cb,"Pomelo (dit Pamplemousse), pulpe, cru",Pomelo,150g
6e637dec-04fd-4fba-8a12-39af3fc24633,"Prune Reine-Claude, crue",Prune,40g
d8c908ba-fed9-4ca6-ba0f-93b508884337,"Porc, escalope de jambon, cuite",Escalope,100g
cf16465c-7eb5-458e-89b2-fabd1ba419a2,"Raisin blanc, à gros grain (type Italia ou Dattier), cru",Grappe,150g
964aa1ee-8ee4-4cfd-a01b-02efa9f1a6fe,"Agneau, côtelette, grillée",Côtelette,100g
68fd9414-158d-4fa9-91c7-3270b41a9a27,"Porc, rouelle de jambon, cuite",Rouelle,100g
15841b91-6e95-4977-88f9-9a210baaf847,"Kaki, pulpe, cru",Kaki,100g
e9074367-8da2-40e2-9c11-2070f0906b64,"Citron vert ou Lime, pulpe, cru",Citron vert,100g
54b88047-3ecc-45a8-bc95-2e3187a64f77,"Dinde, escalope, sautée/poêlée",Escalope,100g
03c009f9-0426-4094-b0dd-e3bf7419bc06,"Pomme Golden, pulpe, crue",Pomme,150g
61c0ea7c-18c2-497d-9fe9-a91580434b5c,"Raisin Chasselas, cru",Grappe,150g
5f94f0fa-0d7b-4b0e-aabe-37926ff1bfe6,Époisses,Part,30g
4f02ca0d-6ced-4b1f-8354-48f9af68f750,"Agneau, côte première, grillée/poêlée",Côte,100g
adebc407-6d23-4791-a785-8a1bcf2b0b19,"Pomme Granny Smith, pulpe et peau, crue",Pomme,150g
80eaa06f-670f-48fc-8b4f-f11f0a73500f,Andouille de Guéméné,Tranche,50g
942fc704-5ddd-4f95-8979-7de6819761a8,"Chevreuil, rôti/cuit au four",Partie,100g
fc8d6f3a-9c2f-4d8e-b92f-1ed529ed1656,"Cerf, rôti/cuit au four",Partie,100g
c47e7b92-57a1-4545-a08e-2c1103c3d767,"Cheval, viande, rôtie/cuite au four",Tranche,100g
ba1df721-155c-46d4-82f7-1eb090e5adf3,Saucisse alsacienne fumée ou Gendarme,Saucisse,50g
a40fd54c-b0d8-485f-b26e-c0e68eafabca,"Nectarine ou brugnon, jaune, pulpe et peau, crue",Nectarine,100g
55775ccd-5e55-423e-9cf0-0e706ac52623,"Nectarine ou brugnon, blanche, pulpe et peau, crue",Nectarine,100g
44cfc7ec-8044-4417-96a7-e94a2292c675,Andouille de Vire,Tranche,50g
94d44ec6-52a7-48cc-a4af-6843d40b6f68,"Fromage blanc et crème fouettée sur lit de fruits, sucré",Part,150g
1f37b6da-0a12-4234-b212-5b922f6986d1,"Poire Conférence, pulpe, crue",Poire,150g
e61ddbe0-8f3b-4fd6-b130-2aa5360f98fc,"Pomme Chantecler, pulpe, crue",Pomme,150g
97dd55c5-a873-4551-bfad-5d788b54ab24,"Pomme Gala, pulpe, crue",Pomme,150g
e7af32fe-5471-4de3-bef4-968d2b06a21d,"Fromage blanc ou spécialité laitière nature et crème fouetté, 10% MG environ",Part,150g
645e19ce-d8aa-4c8d-bbd5-5e8c8d215732,"Pomme Pink lady, pulpe, crue",Pomme,150g
eca0f03a-7835-4982-a300-5198a9154f69,"Pêche blanche, pulpe et peau, crue",Pêche,100g
9138c88a-5826-4dad-a95a-902aadab89e9,"Pêche blanche, pulpe, crue",Pêche,100g
1f498d2b-f665-421a-8917-d1f327741c88,"Pêche jaune, pulpe, crue",Pêche,100g
7a4373ec-1bf8-4e23-8b65-fd75a1b0c35a,Saucisse de bière,Saucisse,50g
4953aeb5-99b3-4816-8809-f3d48c0dfabe,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG",Part,150g
7c6f9383-2ba5-458f-92ee-bf422afda38c,"Lapin, viande cuite",Partie,100g
13b11655-1d9e-48cf-92da-8a5ce434bea2,"Chapon, viande et peau, rôti/cuit au four",Partie,100g
4a8e004e-05e9-4718-bd4c-008d0bd294ea,"Oie, viande crue",Partie,100g
0dc0f026-bf94-4231-9508-7e2c20a374e6,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ",Part,150g
192d9017-2178-44a3-91c2-4f90af37a3f3,"Pomme Golden, pulpe et peau, crue",Pomme,150g
9ffd5f15-ec0a-41a5-ba1d-0584404b31b2,"Raisin noir Muscat, cru",Grappe,150g
b89089a3-46b4-442b-91f6-2752f3f9f4bf,"Cervelle, agneau, cuite",Cervelle,100g
67a7196d-397e-43f7-a3a3-67185d644dde,"Cervelle, porc, braisée",Cervelle,100g
8b4b68c2-3ae4-44a2-8d02-8685d90f41d2,"Cervelle, veau, cuite",Cervelle,100g
d4a314a3-bef1-4d62-b2a5-60c0ab7148a2,"Compote, tout type de fruits",Portion,100g
17f53012-f85c-499d-9c18-8b67ae739404,"Compote, tout type de fruits, allégée en sucres",Portion,100g
aeb12660-61c4-456d-b0cb-064eb43e6aea,"Coeur, poulet, cuit",Coeur,100g
b85a3427-898b-428a-b574-84d36baaa8e6,"Compote de pomme, allégée en sucres",Portion,100g
41c19d31-6521-423a-9974-8178a011370a,"Foie, agneau, cuit",Partie,100g
19c8ed88-59e3-4dfd-980b-90b151c5c8d6,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""",Portion,100g
804438f3-9061-438a-8438-be7b8c42ba7b,"Foie, volaille, cuit",Partie,100g
f8c872c6-0ef7-4644-9cca-d92d563e5a92,"Langue, veau, cuite",Partie,100g
c2df6850-bce3-4e74-8ba0-bb5b24cd0f59,"Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen)",Portion,100g
b5e816ca-e6c6-4788-b3cc-b8ca3d1cbfe7,"Ris, agneau, cuit",Partie,100g
097c6dba-42d4-48b0-86b6-60b98c52f0ed,"Rognon, porc, cuit",Partie,100g
1c9f0847-3116-4695-b10f-7c778d17c936,"Canard, cuisse avec peau, sans os, crue",Cuisse,150g
e2e6c7c5-91d5-426d-a290-e8b5ccff9cbf,"Dinde, viande et peau, crue",Partie,100g
372fd742-7cb6-4c0c-b723-358f45d6d1db,"Dinde, aile, crue",Aile,100g
753e3e23-3d1a-4ca4-a924-2ed677bedddf,"Canard en sauce (poivre vert, chasseur, etc.), préemballé",Portion,200g
935190eb-441b-4573-bb01-42cd31cc0909,"Boulettes au boeuf, à la sauce tomate, préemballées",Boulette,50g
4927409d-4ee2-4124-8f34-770e030d9dc9,"Chop suey (porc ou poulet), préemballé",Portion,200g
1f6744db-d1c2-4da5-9efd-fe22ff79633c,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé",Portion,150g
0e2c6b88-7562-49ad-be16-c7054561dd71,"Cheval, viande, crue",Partie,100g
e65b1fc3-313a-4c06-8ea3-63506a96b12b,"Abricot, dénoyauté, sec",Abricot,10g
b720ca5c-ab7a-44ad-8008-a94d4971b020,"Cheval, steak, cru",Steak,100g
7f76c820-c6bb-46b3-8db3-e25db8aee7f0,"Saucisse viennoise, crue",Saucisse,50g
d22d035e-78ac-47ba-bf3a-8c4650b6fb8c,"Pruneau, sec",Pruneau,10g
e95ca1a0-a9b6-4302-a678-a903b3d55556,"Raisin, sec",Raisin,30g
ca9bf4ce-7fa7-415c-89ac-b2f3389f25bf,"Mélange apéritif de fruits exotiques, sec",Portion,30g
b229195e-3ea0-486d-a373-6718a4287d8d,"Chevreau, cru",Partie,100g
d86092f0-7d9b-43d9-a683-82c568510f41,"Canneberge ou cranberry, séchée, sucrée",Portion,30g
65ebf8bb-cc1b-470d-85c7-182d37a7bb5c,"Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%)",Abricot,10g
770182f0-0b17-4d04-b3a6-ef14d9d18184,"Lapin de garenne, viande, crue",Partie,100g
1dc65f8f-c688-40a5-ab8f-47fbe3bdb1ca,"Cervelle, veau, crue",Cervelle,100g
f645e4bf-c25a-4d3f-aa2d-729bece73154,"Coeur, poulet, cru",Coeur,100g
65af8d9e-66c4-4d38-8966-bb6c029c885b,"Coeur, veau, cru",Coeur,100g
e9e53acc-071c-4d1c-9f3b-79f56d1b3a01,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",Verre,250ml
98e9ea9c-b11d-45b8-9d46-6d255e56de70,"Abricot au sirop (sans précision sur léger ou classique), appertisé, égoutté (aliment moyen)",Abricot,40g
1010f6a0-c147-4d20-a30a-153d2fe9022b,Apéritif anisé sans alcool,Verre,250ml
36de07c3-13ec-46bb-aec8-d60563eb5cd2,"Vermicelle de riz, sèche",Portion,50g
b469b0e4-a1e4-48ea-8f2e-5364c786fb5f,"Confit de canard, viande (cuisse), sans peau, réchauffé",Cuisse,150g
946dd15a-3158-4424-9831-a6693b90254d,"Pain de mie, courant",Tranche,30g
4084c39b-c54a-4aff-aefe-e2115bdabb49,Rillettes traditionnelles de porc,Partie,50g
87c3fadd-4c2b-4ad7-84a0-4fd9336eac01,"Nouilles asiatiques cuites, aromatisées",Portion,200g
dd1c4501-fbe2-4f27-904d-7e879e49c071,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",Part,30g
0446b906-9ccd-4702-a41d-9137a0811f9d,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",Part,30g
28e32c76-71ab-4077-9787-275f5738cd4d,"Riz blanc, cuit, non salé",Portion,150g
c085bb5e-2640-41b0-9954-8ae84c0247a7,"Riz blanc étuvé, cuit, non salé",Portion,150g
1f5998dd-f366-4dd2-94d2-bbbc61cff530,"Riz sauvage, cuit, non salé",Portion,150g
90fa196a-b689-4a3a-9820-80c909a14b9b,"Riz rouge, cuit, non salé",Portion,150g
01ca38b9-34d6-4631-aaf2-9fb3e6e27761,"Flocons d'avoine, bouillis/cuits à l'eau",Portion,150g
6f3c2e0c-33e9-4bd3-902f-9359c5452731,"Orge perlée, bouilli/cuite à l'eau, non salée",Portion,150g
858edab8-404c-4cf3-864b-a25f8c7f8770,"Mil, cuit, non salé",Portion,150g
127d1b68-e0b6-4e4e-9100-b8636525b55e,"Polenta ou semoule de maïs, cuite, non salée",Portion,150g
cc50cbb6-b436-46ad-9bd1-04e3f80d22ec,"Graine de couscous (semoule de blé dur précuite), cuite, non salée",Portion,150g
4cada453-4ae5-4904-97e2-72e55766bc24,Confiture de prune (extra ou classique),Cuillère à soupe,15g
869a5a7c-95ab-4d4e-ad44-676c90fe39c2,"Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique",Partie,100g
93c8d2d9-f93d-40f6-942d-780cf4a97f15,"Farce porc et boeuf, crue",Portion,100g
145923e7-e477-4303-a0b3-c369b212aa2a,"Christophine à peau verte, pulpe, cuite à la vapeur, prélevée à la Martinique",Partie,100g
417c3e46-3ab3-49ad-ab44-15d29e49ae2d,"Gombo, entier, cuit à la vapeur, prélevé à la Martinique",Gombo,100g
34e29ec5-285a-4fdc-b20a-7d485d695245,"Gombo, pulpe, blanchi, surgelé, prélevé à la Martinique",Portion,100g
43691c48-9d52-4990-b77f-4bf385d9b135,"Igname cousse-couche, pulpe, cuit à la vapeur, prélevé à la Martinique",Portion,150g
7a9873e7-9a01-47d8-825a-3226579bc771,"Banane jaune, pulpe, cuite à la vapeur, prélevée à la Martinique",Banane,120g
c1bc0a53-25aa-4e0d-a7a8-a964344cf581,"Tortilla souple (à garnir), à base de blé",Tortilla,50g
8e175f59-47a4-47a2-8553-d24725776747,"Pâtes sèches standard, cuites, non salées",Portion,200g
594861da-99ba-4833-94c5-ed0c58bf4e19,"Lait entier, pasteurisé",Verre,250ml
d46f7152-bf02-47f9-b22b-0e51aca50590,"Boulgour de blé, cuit, non salé",Portion,150g
ac842a99-be05-4afb-96bb-9173d457f174,"Pâtes sèches, aux oeufs, cuites, non salées",Portion,200g
6fb55ef1-7a2a-4d30-916f-59110841381a,"Pâtes sèches, sans gluten, cuites, non salées",Portion,200g
626ebda9-cada-4b15-9786-5e6842efd05d,"Pâtes sèches, au blé complet, cuites, non salées",Portion,200g
3cec7e24-2af0-4a31-87c9-bb9f3abc24e6,"Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées",Portion,200g
cd0df594-0210-4cbb-980b-2d530a4b02db,"Vermicelle de riz, cuite, non salée",Portion,200g
9ec95aff-c5e7-4dbb-8f84-becbd00a9542,"Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées",Portion,200g
86d73eb6-f14f-4800-ae5e-c30843b1d917,"Gnocchi à la semoule, cuit",Portion,200g
76edcd48-72ba-405d-a0ef-bbc44e52433a,"Gnocchi à la pomme de terre, cuit",Portion,200g
16579c09-c1e7-411d-8b1d-db7c82fbc5ea,"Gnocchi, cuit (aliment moyen)",Portion,200g
36468a27-d946-422e-b2bb-bb3dab5f6ccd,"Épeautre, cru",Portion,100g
eda6a403-5ec7-46d6-8ee8-579dbaec577b,"Blé de Khorasan, cru",Portion,100g
999ad808-3c09-41ae-a76d-3da3e62cf99b,"Macédoine ou cocktail ou salade de fruits, au sirop (sans précision sur léger ou classique), appertisé, égouttée (aliment moyen)",Portion,100g
6b9685e1-cdfc-4c8d-a708-fb63b5846df4,"Blé dur entier, cru",Portion,100g
7785ba92-168d-4cad-a81b-5711e3d89df4,"Blé dur précuit, entier, cru",Portion,100g
5b48dfe5-1fd6-4768-863b-240b61fae113,"Riz blanc étuvé, cru",Portion,100g
f05a98c4-9d92-4e27-8b46-db820662c5dc,"Riz complet, cru",Portion,100g
e6310a52-677e-45df-b87c-88e9defc02aa,"Riz sauvage, cru",Portion,100g
8dc1766d-9183-495e-9dfa-f22a880a8314,"Riz thaï ou basmati, cru",Portion,100g
62eb5552-8e50-4f1b-9ea2-fe18b6f54229,"Blé germé, cru",Portion,100g
ee142a3d-c9ba-46b4-ad56-ea53f73ef3f7,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",Portion,100g
a4a531f4-c824-4273-a9e4-17c365493bee,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit vert, pur jus filtré, prélevée à la Martinique",Verre,250ml
56465c8a-ae33-4a8b-8785-4b43af7cd324,"Sorgho entier, cru",Portion,100g
becdc425-d83f-4939-8224-4914e80672fe,"Seigle entier, cru",Portion,100g
80d242a9-c21f-4b95-98ce-1e1eba4b52ba,"Semoule de blé dur, crue",Portion,100g
3bf83cc2-9d23-4642-a7e7-5eb61d576dad,"Semoule de blé dur, cuite, non salée",Portion,150g
660903a8-37d7-43bf-8ff0-4854e106d652,"Mélange de céréales et légumineuses, cru",Portion,100g
4f200821-6cfc-489b-8c0e-0b4936eb461a,"Graine de couscous (semoule de blé dur précuite), crue",Portion,100g
1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru",Portion,100g
099c0d00-4f28-4f0b-939d-ea99c52e0df3,"Pâtes sèches standard, crues",Portion,100g
3176a375-d4be-4a5d-a06a-bb317ced53e9,"Pâtes fraîches, aux oeufs, crues",Portion,100g
634bbc87-45db-4a78-9c00-6a811aad66a3,"Pâtes sèches, aux oeufs, crues",Portion,100g
710b8ef4-5c1a-4928-bdb5-8371f908cef8,"Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature",Portion,100g
a6406b7d-b018-45fd-b736-bb76202f565c,"Pâtes sèches, au blé complet, crues",Portion,100g
6edfb7ca-b75c-472b-b7e6-2d03403d0110,"Pâtes sèches, sans gluten, crues",Portion,100g
1ae727fe-d7ed-4ac1-9a7b-45bf6c299e96,"Vermicelle de soja, sèche",Portion,100g
7f6610cd-9359-4088-9a88-851151620b44,"Gnocchi à la pomme de terre, cru",Portion,100g
3a79ec80-7083-4f6e-8a89-69c3295b508c,"Gnocchi à la semoule, cru",Portion,100g
8c4b61fc-35d4-41bd-bb65-a04f227b0bfa,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)",Tranche,30g
887f8ae5-87c5-4d69-aada-c134f259f8b3,"Pain, baguette ou boule, de campagne",Tranche,30g
d8c4a09e-d065-4d85-adb0-2c414d0b5c85,Pain complet ou intégral (à la farine T150),Tranche,30g
9a899f0c-1853-4e5c-8287-315268f82e37,"Pain de mie, complet",Tranche,30g
fda9b473-d723-4411-aa26-e6d54fb845c5,"Pain de mie, multicéréale",Tranche,30g
d472d17b-9206-4912-9094-5627383e2b2b,Pain au son,Tranche,30g
cbb84cdc-4ef0-4a98-a94e-b84e07402a56,"Pain de seigle, et froment",Tranche,30g
b7f98b4e-d598-4b76-9d62-569a3417229f,"Pain, sans gluten",Tranche,30g
810dc233-9523-4ac7-b91c-a1e167aed339,"Pain, baguette, sans sel",Tranche,30g
428fb3c2-6654-4d23-bd0e-665df6b65802,"Pain de mie, sans croûte, préemballé",Tranche,30g
4cf6c21a-01f5-4812-80e1-979cd57a2fe2,"Pain de mie brioché, préemballé",Tranche,30g
19031eb0-21be-48a4-b56c-2c91608c3dd5,"Pain grillé, domestique",Tranche,30g
a07100d4-78dd-494e-89a1-c535d3eaf62e,Biscotte classique,Biscotte,10g
4fa5372d-f8be-45ee-85fc-df7aa2d91381,Biscotte briochée,Biscotte,10g
ec5fd433-1c07-403d-bb50-d5804467fa0e,Biscotte sans adjonction de sel,Biscotte,10g
2ad149a2-c973-48fa-92a4-82d1099bf30a,Biscotte multicéréale,Biscotte,10g
9c1fd611-d1cd-47f0-8707-d454daa6ebc9,Biscotte complète ou riche en fibres,Biscotte,10g
bb6eafa5-8096-48f5-b2ee-3acc108fcfc8,Crackers de table au froment,Crackers,10g
1154ef1b-ac8e-4088-945d-8533e4080b49,Galette de riz soufflé complet,Galette,10g
9d1fd4bf-1fa8-45c1-9407-61ae0114de2a,Galette multicéréales soufflée,Galette,10g
118ef5c3-3338-4809-9c5a-3a57851d6a21,"Pain grillé, tranches, au froment",Tranche,30g
dd97ea80-adbe-473d-81b4-12e7266d8120,"Pain grillé brioché, tranché, préemballé",Tranche,30g
8bd7632c-1a08-41e3-a65d-3a342abd6bcb,Pain grillé suédois au froment,Tranche,30g
35109079-e13f-48b1-8360-96a0367a1775,Pain grillé suédois aux graines de lin,Tranche,30g
b44a9da9-1573-4d71-a89e-4f738e710ffa,"Tartine craquante, extrudée et grillée",Tartine,10g
daf255e0-1b0e-458c-8414-d8256a22929b,Pain grillé suédois au blé complet,Tranche,30g
c58e68b0-fa4e-45a7-bfdb-4aa59f98d04f,Pain grillé suédois aux fruits,Tranche,30g
9e592980-8161-4afc-8de8-d8e6c37efee3,"Pain grillé, tranches, multicéréale",Tranche,30g
66bb2eb2-c50c-436a-8e56-ebb414d148e3,Croûton à tartiner,Croûton,10g
d554d7eb-b34c-41f8-85ae-6e9fabd52d00,"Croûtons nature, préemballés",Croûton,10g
2569465f-7d61-4f70-a65e-ffdbde3fb6e8,Chapelure,Cuillère à soupe,10g
5cbbf9b3-6d40-42c9-9708-72a7724755e0,Gressin,Gressin,10g
543f67b3-bec2-480f-985d-707976a48125,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé",Croûton,10g
453bf245-5c92-46ff-86f1-621d34a29898,"Boeuf, steak ou bifteck, cru",Steak,100g
815dea83-2a80-4d07-b53d-1e83fb042696,"Poulet, viande et peau, rôti/cuit au four",Partie,100g
056ef365-efd0-4af0-bb1a-13d7ffcc17ff,"Poulet, cuisse, viande, rôti/cuit au four",Cuisse,100g
e9835fa4-5d36-4889-8704-7aeb6c54a612,"Poulet, cuisse, viande et peau, bouilli/cuit à l'eau",Cuisse,100g
f219c659-3ac7-4f6b-bb0d-fc7e6efe8f14,"Poulet, poitrine, viande et peau, rôti/cuit au four",Poitrine,100g
bb89134f-74e7-456a-880c-dfa3f77dee67,"Poulet, aile, viande et peau, rôti/cuit au four",Aile,50g
b5303526-a7f4-4dbc-88d4-7058e7280b37,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",Portion,30g
8c42cba7-139e-4dee-8906-08aec6e247bb,"Biscuit apéritif, crackers, garni ou fourré, au fromage",Portion,30g
6359bc68-72a1-4dfd-b7c4-cb4337b28159,"Biscuit apéritif, crackers, nature",Portion,30g
2e62d2a6-c00e-4b9b-abae-f95176ff7c0d,"Biscuit apéritif, crackers, nature, allégé en matière grasse",Portion,30g
0cced670-5061-46c2-a578-e6708ee263fe,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",Portion,30g
644e2e89-e136-499f-bf5b-ebce0370e74a,"Biscuit apéritif à base de pomme de terre, type tuile salée",Portion,30g
f3ab64d0-52d3-46e5-bf7a-e0c6c51747e8,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",Portion,30g
390f6cd7-6b32-495a-988e-98ef1d3902d4,"Dinde, viande, rôtie/cuite au four",Partie,100g
273a3d41-9ef5-4518-bdc9-03de9e8941e5,"Dinde, escalope, rôtie/cuite au four",Escalope,100g
44ce245b-05ad-4505-804b-ca41474e5375,"Agneau, gigot, rôti/cuit au four",Tranche,100g
3b06fb3d-9309-4d58-aa09-7bffd3f3cf24,"Agneau, épaule, rôtie/cuite au four",Partie,100g
6b5269f7-fc4d-4925-9280-e1d0b40c407d,"Agneau, épaule, maigre, rôtie/cuite au four",Partie,100g
e18dd60d-e1f0-4bb9-ae1e-58c271fc2ead,"Porc, maigre 80/20, cru",Partie,100g
2bde342e-4ecf-4ff8-8f6e-adbbd21213c3,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)",Côtelette,100g
43594877-a08f-47c0-8f75-819993d516a5,"Lapin, viande braisée",Partie,100g
417bc997-a617-47db-9b06-8eb79bc942ce,"Lapin de garenne, viande, cuite",Partie,100g
bdb3f403-9254-4468-9b26-bcd841d83ba2,"Caille, viande et peau, cuite",Caille,100g
21927feb-fc13-40cd-bbe9-8af08470f7cf,"Canard, viande et peau, rôti/cuit au four",Partie,100g
45739704-3966-4556-9367-1ed4de29a805,"Canard, viande, rôtie/cuite au four",Partie,100g
9fa3bcbb-6242-459a-95be-aa24b8fe2563,"Oie, viande et peau, rôtie/cuite au four",Partie,100g
2d46585e-c8bb-4cb1-b615-a5c14cc87e3d,"Pigeon, viande, rôtie/cuite au four",Pigeon,100g
3bcb8745-13cb-40ea-922e-0d972a3a5071,"Coeur, dinde, cuit",Coeur,100g
ba44efd7-2416-429a-a693-1bc58cfd9507,"Foie, génisse, cuit",Foie,100g
136bad10-9148-4e9e-9e01-92ea164c2e8d,"Foie, poulet, cuit",Foie,100g
44d21166-b25f-4498-a194-91a6fa45c889,"Langue, boeuf, cuite",Langue,100g
bdc2aed3-94a2-48cf-8ad2-f856f16022e5,"Ris, veau, braisé ou sauté/poêlé",Ris,100g
a8f680e2-574d-4709-b29e-98e09da28df8,"Rognon, cuit (aliment moyen)",Rognon,100g
2267174a-89d5-4a2f-b211-953ac7f6a1a9,"Rognon, boeuf, cuit",Rognon,100g
4002e825-5bda-4101-abcc-6b43c39fa1fa,"Rognon, agneau, braisé",Rognon,100g
77d1d1c1-6ae5-450c-85b7-2d0115a2a061,"Rognon, veau, braisé ou sauté/poêlé",Rognon,100g
bea8bb37-e6ac-40ad-9990-e71a10dcb408,"Abat, cuit (aliment moyen)",Abat,100g
5e9638f0-252b-4bcd-9fd9-55717741d474,"Gésier, canard, confit, appertisé",Gésier,100g
5a0333ed-c4c6-4bd5-ba3e-e18e48865dd9,"Boeuf, épaule, crue",Épaule,100g
d7797160-cf22-49a7-bca9-0c0228c4bf6f,"Boeuf, basse-côte, crue",Basse-côte,100g
af2e76b5-a4ec-477a-9b4b-b3754f1fd562,"Boeuf, gîte à la noix, cru",Gîte à la noix,100g
9454fc93-705d-4a2f-b20b-d27a1cfda14f,"Boeuf, entrecôte, crue",Entrecôte,100g
edf86f57-36c3-46d5-b494-78d02f4031c1,"Boeuf, rond de gîte, cru",Rond de gîte,100g
f8244a96-a42a-4181-990a-08eccd3100c7,"Boeuf, filet, cru",Filet,100g
809013b6-a0f7-40f6-9482-0b8d18159c8d,"Boeuf, hampe, crue",Hampe,100g
91a6dedd-b824-4cb1-bf55-4b9b4cf7f069,"Boeuf, joue, crue",Joue,100g
5b01e386-e843-42a9-ae17-72eb4612634e,"Boeuf, jarret, cru",Jarret,100g
761cf755-0407-41d2-b0ac-be9990231d2e,"Boeuf, tende de tranche, crue",Tende de tranche,100g
d7202a46-e06a-4c1b-af64-7982ca55e227,"Boeuf, boule de macreuse, crue",Boule de macreuse,100g
972e9c96-e4a0-4e94-a23a-8e9c5915949e,"Boeuf, onglet, cru",Onglet,100g
6488e351-99a5-4240-b2eb-ccc9567d7a26,"Boeuf, rumsteck, cru",Rumsteck,100g
0fb5c853-c56f-41a2-923c-b0ca2ceea1fa,"Boeuf, bavette d'aloyau, crue",Bavette d'aloyau,100g
cb428968-e707-4e3e-af38-3ae536079f49,"Boeuf, à bourguignon ou pot-au-feu, cru",Partie pour bourguignon,100g
